instance_id,n,lenw,budget,solved,nodes_used
137,5,3,50000,1,12
138,5,3,50000,1,10
139,5,4,50000,0,50000
140,5,4,50000,0,50000
141,5,4,50000,1,27
142,5,4,50000,0,50000
143,5,4,50000,0,50000
144,5,4,50000,1,10
145,5,5,50000,0,50000
146,5,5,50000,0,50000
147,5,5,50000,0,50000
148,5,5,50000,0,50000
149,5,5,50000,0,50000
150,5,5,50000,0,50000
151,5,5,50000,0,50000
152,5,5,50000,0,50000
153,5,5,50000,1,14
154,5,5,50000,0,50000
155,5,5,50000,0,50000
156,5,5,50000,0,50000
157,5,5,50000,0,50000
158,5,5,50000,0,50000
159,5,5,50000,0,50000
160,5,5,50000,0,50000
161,5,5,50000,0,50000
162,5,5,50000,1,10
163,5,6,50000,0,50000
164,5,6,50000,0,50000
165,5,6,50000,0,50000
166,5,6,50000,0,50000
167,5,6,50000,0,50000
168,5,6,50000,0,50000
169,5,6,50000,0,50000
170,5,6,50000,0,50000
171,5,6,50000,0,50000
172,5,6,50000,0,50000
173,5,6,50000,0,50000
174,5,6,50000,0,50000
175,5,6,50000,0,50000
176,5,6,50000,0,50000
177,5,6,50000,0,50000
178,5,6,50000,0,50000
179,5,6,50000,0,50000
180,5,6,50000,1,56
181,5,6,50000,0,50000
182,5,6,50000,0,50000
183,5,6,50000,1,11
184,5,6,50000,0,50000
185,5,6,50000,0,50000
186,5,6,50000,0,50000
187,5,6,50000,0,50000
188,5,6,50000,0,50000
189,5,6,50000,0,50000
190,5,6,50000,0,50000
191,5,6,50000,0,50000
192,5,6,50000,1,48
193,5,6,50000,0,50000
194,5,6,50000,1,52
195,5,6,50000,0,50000
196,5,6,50000,0,50000
197,5,6,50000,0,50000
198,5,6,50000,0,50000
199,5,6,50000,0,50000
200,5,6,50000,0,50000
201,5,6,50000,0,50000
202,5,6,50000,0,50000
203,5,6,50000,0,50000
204,5,6,50000,1,10
